CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,CVE_AGEB,CVE_MZA,AMBITO,TIPOMZA,acceso_bomberos_km,intersecciones_km2,densidad_vial,tipo_vial_pct,poblacion_total,densidad_pob,viviendas,riesgo_base,ocurrio_incendio,ia_probabilidad_incendio,riesgo_pob_vial,aislamiento_tactico,total_incendios
0803700015313016,8,37,1,5313,16,Urbana,Típica,4.96,0.0,0.0,0.0,50.0,50.0,28,ALTO,0,0.2275612925788042,0.0,496.0,0
0803700015313015,8,37,1,5313,15,Urbana,Típica,4.86,0.0,0.0,0.0,54.0,54.0,24,ALTO,0,0.1708637981000067,0.0,486.0,0
0803700015313014,8,37,1,5313,14,Urbana,Típica,4.81,0.0,0.0,0.0,198.0,198.0,58,ALTO,0,0.1514660664333512,0.0,480.99999999999994,0
0803700014828026,8,37,1,4828,26,Urbana,Típica,11.57,0.0,0.0,0.0,19.0,19.0,26,MEDIO,0,0.20473651908762933,0.0,1157.0,0
0803700014828025,8,37,1,4828,25,Urbana,Típica,11.67,0.0,0.0,0.0,47.0,47.0,9,ALTO,0,0.11291825914812359,0.0,1167.0,0
0803700014828024,8,37,1,4828,24,Urbana,Típica,11.78,0.0,0.0,0.0,35.0,35.0,22,MEDIO,0,0.19885009857288266,0.0,1178.0,0
0803700014828023,8,37,1,4828,23,Urbana,Típica,12.29,0.0,0.0,0.0,52.0,52.0,17,ALTO,0,0.11991418624755645,0.0,1229.0,0
0803700014813026,8,37,1,4813,26,Urbana,Típica,12.71,0.0,0.0,0.0,65.0,65.0,18,MEDIO,0,0.10042506178129612,0.0,1271.0,0
0803700014813025,8,37,1,4813,25,Urbana,Típica,12.6,0.0,0.0,0.0,16.0,16.0,9,ALTO,0,0.19268153630426113,0.0,1260.0,0
0803700014813007,8,37,1,4813,7,Urbana,Típica,12.34,0.0,0.0,0.0,55.0,55.0,22,MEDIO,0,0.10714701917144058,0.0,1234.0,0
0803700014813005,8,37,1,4813,5,Urbana,Típica,12.47,0.0,0.0,0.0,39.0,39.0,18,ALTO,0,0.17544054792743427,0.0,1247.0,0
0803700014813004,8,37,1,4813,4,Urbana,Típica,12.36,0.0,0.0,0.0,56.0,56.0,24,MEDIO,0,0.10714701917144058,0.0,1236.0,0
0803700014813008,8,37,1,4813,8,Urbana,Típica,12.23,0.0,0.0,0.0,6.0,6.0,18,ALTO,0,0.19354352322096893,0.0,1223.0,0
0803700014796006,8,37,1,4796,6,Urbana,Típica,4.27,0.0,0.0,0.0,164.0,164.0,7,MEDIO,0,0.11438922488579578,0.0,426.99999999999994,0
0803700014796005,8,37,1,4796,5,Urbana,Típica,4.13,0.0,15.22,0.0,132.0,132.0,12,ALTO,0,0.11894254740643305,2009.0400000000002,0.2711753118844386,0
0803700014796004,8,37,1,4796,4,Urbana,Típica,4.12,0.0,55.21,0.0,144.0,144.0,6,MEDIO,0,0.13433751603614605,7950.24,0.0746106483158276,0
0803700014781021,8,37,1,4781,21,Urbana,Típica,1.96,0.0,86.69,0.0,35.0,35.0,8,MEDIO,0,0.3835124474343649,3034.15,0.022606689734717415,0
0803700014781020,8,37,1,4781,20,Urbana,Típica,2.06,0.0,108.93,0.0,25.0,25.0,4,BAJO,0,0.46651774056943957,2723.25,0.018909491463190747,0
0803700014777016,8,37,1,4777,16,Urbana,Típica,2.58,0.0,0.0,0.0,130.0,130.0,8,MEDIO,0,0.15318356096237853,0.0,258.0,0
0803700014777015,8,37,1,4777,15,Urbana,Típica,2.81,0.0,0.0,0.0,136.0,136.0,20,ALTO,0,0.1699382322650815,0.0,281.0,0
0803700014777014,8,37,1,4777,14,Urbana,Típica,3.01,0.0,0.0,0.0,124.0,124.0,12,ALTO,0,0.12519903352750814,0.0,301.0,0
0803700014777013,8,37,1,4777,13,Urbana,Típica,3.01,0.0,0.0,0.0,113.0,113.0,5,MEDIO,0,0.10549667008850655,0.0,301.0,0
0803700014777011,8,37,1,4777,11,Urbana,Típica,2.91,0.0,0.0,0.0,68.0,68.0,9,BAJO,0,0.07892876450106728,0.0,291.0,0
0803700014777002,8,37,1,4777,2,Urbana,Típica,2.79,0.0,0.0,0.0,44.0,44.0,4,MEDIO,0,0.12215538303902063,0.0,279.0,0
0803700014762013,8,37,1,4762,13,Urbana,Típica,2.53,0.0,0.0,0.0,117.0,117.0,12,BAJO,0,0.21448780738773354,0.0,252.99999999999997,0
0803700014758007,8,37,1,4758,7,Urbana,Típica,3.98,0.0,0.0,0.0,34.0,34.0,7,MEDIO,0,0.2112443689737858,0.0,398.0,0
0803700014743029,8,37,1,4743,29,Urbana,Típica,3.68,0.0,94.86,0.0,19.0,19.0,6,ALTO,0,0.3527094646832939,1802.34,0.03878992305259829,0
0803700014743026,8,37,1,4743,26,Urbana,Típica,4.08,0.0,0.0,0.0,38.0,38.0,4,MEDIO,0,0.1686288072295368,0.0,408.0,0
0803700017076017,8,37,1,7076,17,Urbana,Típica,3.63,0.0,0.0,0.0,47.0,47.0,4,ALTO,0,0.09839482784458391,0.0,363.0,0
0803700017076005,8,37,1,7076,5,Urbana,Típica,3.43,251.83,13.17,0.0,315.0,315.0,50,ALTO,0,0.11252318573076707,4148.55,0.2602427921092565,0
0803700017061016,8,37,1,7061,16,Urbana,Típica,3.43,0.0,0.0,0.0,31.0,31.0,1,ALTO,0,0.19906881639378546,0.0,343.0,0
0803700017061004,8,37,1,7061,4,Urbana,Típica,3.31,0.0,0.0,0.0,78.0,78.0,7,MEDIO,0,0.06412558745948485,0.0,331.0,0
0803700017061003,8,37,1,7061,3,Urbana,Típica,3.3,0.0,0.0,0.0,72.0,72.0,7,ALTO,0,0.07359318633824946,0.0,330.0,0
0803700017061002,8,37,1,7061,2,Urbana,Típica,3.28,0.0,0.0,0.0,78.0,78.0,3,ALTO,0,0.06243385813617658,0.0,328.0,0
0803700017057030,8,37,1,7057,30,Urbana,Típica,6.43,0.0,46.49,100.0,0.0,0.0,1,ALTO,0,0.3074457281961257,0.0,0.13827956989247311,0
0803700017057029,8,37,1,7057,29,Urbana,Típica,6.39,0.0,74.27,0.0,66.0,66.0,7,ALTO,0,0.18605314645182117,4901.82,0.08602584814216478,0
0803700017057028,8,37,1,7057,28,Urbana,Típica,6.35,0.0,68.74,0.0,108.0,108.0,11,ALTO,0,0.17849509871053407,7423.919999999999,0.09236363636363636,0
0803700017057039,8,37,1,7057,39,Urbana,Típica,6.66,0.0,128.23,0.0,168.0,168.0,5,ALTO,0,0.1775497406621666,21542.64,0.05193387398627574,0
0803700017057010,8,37,1,7057,10,Urbana,Típica,6.17,0.0,0.0,0.0,171.0,171.0,7,MEDIO,0,0.3326143244152627,0.0,617.0,0
0803700017057006,8,37,1,7057,6,Urbana,Típica,6.53,0.0,0.0,0.0,259.0,259.0,13,MEDIO,0,0.2215782076061152,0.0,653.0,0
0803700017042027,8,37,1,7042,27,Urbana,Típica,5.02,0.0,56.34,0.0,133.0,133.0,14,ALTO,0,0.18766558036766906,7493.22,0.0890860692102928,0
0803700017042026,8,37,1,7042,26,Urbana,Típica,5.18,0.0,50.81,0.0,175.0,175.0,7,MEDIO,0,0.124664396200112,8891.75,0.10192837465564737,0
0803700017042025,8,37,1,7042,25,Urbana,Típica,5.27,121.08,11.77,100.0,63.0,63.0,16,ALTO,0,0.22402121498506627,741.51,0.4473684210526316,0
0803700017080028,8,37,1,7080,28,Urbana,Típica,5.83,0.0,0.0,0.0,58.0,58.0,1,ALTO,0,0.3446762259332751,0.0,583.0,0
0803700017042024,8,37,1,7042,24,Urbana,Típica,5.29,0.0,93.05,0.0,93.0,93.0,7,ALTO,0,0.20406067616728,8653.65,0.05684504620674833,0
0803700017042018,8,37,1,7042,18,Urbana,Típica,4.99,0.0,56.31,0.0,120.0,120.0,8,ALTO,0,0.18623219982334172,6757.200000000001,0.08860085227272728,0
0803700017042010,8,37,1,7042,10,Urbana,Típica,4.82,0.0,39.2,0.0,132.0,132.0,16,ALTO,0,0.11960915873265783,5174.400000000001,0.12292782453455751,0
0803700017042009,8,37,1,7042,9,Urbana,Típica,4.97,0.0,71.02,0.0,134.0,134.0,7,MEDIO,0,0.23016848629216358,9516.68,0.06997043502745319,0
0803700017042007,8,37,1,7042,7,Urbana,Típica,5.04,112.38,8.29,0.0,259.0,259.0,16,MEDIO,0,0.14586622861156667,2147.1099999999997,0.6072289156626507,0
0803700017023050,8,37,1,7023,50,Urbana,Típica,3.79,0.0,19.37,0.0,0.0,0.0,32,MEDIO,0,0.38095812328737366,0.0,0.19556243550051597,0
0803700017023043,8,37,1,7023,43,Urbana,Típica,3.18,0.0,52.98,0.0,104.0,104.0,9,ALTO,0,0.10909713574146136,5509.92,0.06001132289111154,0
0803700017023041,8,37,1,7023,41,Urbana,Típica,3.26,0.0,0.0,0.0,177.0,177.0,17,MEDIO,0,0.09598235554087454,0.0,326.0,0
0803700017023029,8,37,1,7023,29,Urbana,Típica,3.52,0.0,55.79,0.0,155.0,155.0,6,MEDIO,0,0.17964401390589782,8647.45,0.06308243727598567,0
0803700017023021,8,37,1,7023,21,Urbana,Típica,3.91,0.0,0.0,0.0,152.0,152.0,15,MEDIO,0,0.1354145210090299,0.0,391.0,0
0803700017023019,8,37,1,7023,19,Urbana,Típica,3.91,0.0,0.0,0.0,102.0,102.0,10,ALTO,0,0.0887096407492526,0.0,391.0,0
0803700017095016,8,37,1,7095,16,Urbana,Típica,6.19,0.0,167.69,0.0,84.0,84.0,3,ALTO,0,0.22724783532427434,14085.96,0.03691115086463924,0
0803700017023017,8,37,1,7023,17,Urbana,Típica,3.77,0.0,82.85,0.0,73.0,73.0,4,ALTO,0,0.17884334501539512,6048.049999999999,0.045498431088583154,0
0803700017023009,8,37,1,7023,9,Urbana,Típica,3.54,0.0,61.82,0.0,140.0,140.0,6,MEDIO,0,0.19967220248576267,8654.8,0.057253760310528874,0
0803700017023008,8,37,1,7023,8,Urbana,Típica,3.63,0.0,0.0,0.0,212.0,212.0,16,ALTO,0,0.10079055605537297,0.0,363.0,0
0803700017004002,8,37,1,7004,2,Urbana,Típica,4.75,0.0,0.0,0.0,0.0,0.0,25,ALTO,0,0.41562241216835893,0.0,475.0,0
0803700016985004,8,37,1,6985,4,Urbana,Típica,6.13,0.0,74.43,0.0,0.0,0.0,9,MEDIO,0,0.3693488271703492,0.0,0.08234819989253088,0
0803700016985001,8,37,1,6985,1,Urbana,Típica,5.87,15.86,12.16,0.0,126.0,126.0,104,ALTO,0,0.18264284322473054,1532.16,0.48233360723089563,0
0803700016966012,8,37,1,6966,12,Urbana,Típica,4.69,0.0,10.45,0.0,363.0,363.0,32,ALTO,0,0.11007612290102482,3793.35,0.44837476099426393,0
0803700017108027,8,37,1,7108,27,Urbana,Típica,7.14,0.0,0.0,0.0,64.0,64.0,11,MEDIO,0,0.10547500005982827,0.0,714.0,0
0803700017057002,8,37,1,7057,2,Urbana,Típica,6.24,0.0,0.0,0.0,76.0,76.0,18,ALTO,0,0.30174050859243606,0.0,624.0,0
0803700015084029,8,37,1,5084,29,Urbana,Típica,1.05,0.0,0.0,0.0,55.0,55.0,21,BAJO,0,0.6157047457097273,0.0,105.0,0
080370001507A009,8,37,1,507A,9,Urbana,Típica,0.66,0.0,0.0,0.0,54.0,54.0,17,BAJO,0,0.7493325361778811,0.0,66.0,0
0803700015065001,8,37,1,5065,1,Urbana,Típica,0.42,0.0,0.0,0.0,65.0,65.0,14,MEDIO,0,0.7844205232879646,0.0,42.0,0
0803700015031056,8,37,1,5031,56,Urbana,Típica,2.29,192.64,20.86,0.0,91.0,91.0,11,MEDIO,0,0.2819821976082886,1898.26,0.10972688068998562,0
0803700014974009,8,37,1,4974,9,Urbana,Típica,3.2,0.0,0.0,0.0,130.0,130.0,13,MEDIO,0,0.12855724248273204,0.0,320.0,0
0803700014832021,8,37,1,4832,21,Urbana,Típica,1.12,0.0,0.0,0.0,99.0,99.0,9,BAJO,0,0.5272544190884069,0.0,112.00000000000001,0
0803700014832020,8,37,1,4832,20,Urbana,Típica,1.16,0.0,0.0,0.0,116.0,116.0,9,BAJO,0,0.5290875977561641,0.0,115.99999999999999,0
0803700014813024,8,37,1,4813,24,Urbana,Típica,12.5,0.0,0.0,0.0,71.0,71.0,25,MEDIO,0,0.10353150152191498,0.0,1250.0,0
0803700014781037,8,37,1,4781,37,Urbana,Típica,1.96,0.0,39.58,0.0,52.0,52.0,5,MEDIO,0,0.28106294148150296,2058.16,0.04950745137661026,0
0803700014781036,8,37,1,4781,36,Urbana,Típica,1.94,0.0,0.0,0.0,44.0,44.0,5,BAJO,0,0.421008613870373,0.0,194.0,0
0803700014777029,8,37,1,4777,29,Urbana,Típica,2.8,0.0,0.0,0.0,0.0,0.0,1,BAJO,0,0.2514667721005382,0.0,280.0,0
0803700014777021,8,37,1,4777,21,Urbana,Típica,2.82,0.0,0.0,0.0,109.0,109.0,8,BAJO,0,0.10549667008850655,0.0,282.0,0
0803700014762011,8,37,1,4762,11,Urbana,Típica,2.38,0.0,0.0,0.0,104.0,104.0,8,BAJO,0,0.34411073133177156,0.0,237.99999999999997,0
080370001471A020,8,37,1,471A,20,Urbana,Típica,10.84,0.0,0.0,0.0,9.0,9.0,39,MEDIO,0,0.19536433246952384,0.0,1084.0,0
080370001471A019,8,37,1,471A,19,Urbana,Típica,10.71,0.0,0.0,0.0,0.0,0.0,74,ALTO,0,0.13978040070621522,0.0,1071.0,0
0803700014688004,8,37,1,4688,4,Urbana,Típica,0.22,0.0,0.0,0.0,24.0,24.0,9,BAJO,0,0.843118968651624,0.0,22.0,0
0803700014739028,8,37,1,4739,28,Urbana,Típica,11.46,0.0,11.61,0.0,9.0,9.0,48,ALTO,0,0.3952318504150878,104.49,0.9862306368330466,0
0803700014724004,8,37,1,4724,4,Urbana,Típica,10.97,0.0,0.0,0.0,11.0,11.0,32,MEDIO,0,0.1991675239588855,0.0,1097.0,0
0803700014724002,8,37,1,4724,2,Urbana,Típica,10.68,0.0,12.4,0.0,3.0,3.0,42,ALTO,0,0.3435557750460127,37.2,0.8605962933118453,0
0803700014724001,8,37,1,4724,1,Urbana,Típica,10.8,0.0,0.0,0.0,11.0,11.0,87,ALTO,0,0.1991675239588855,0.0,1080.0,0
080370001471A037,8,37,1,471A,37,Urbana,Típica,9.14,0.0,0.0,0.0,0.0,0.0,48,MEDIO,0,0.14379825784907235,0.0,914.0,0
080370001471A036,8,37,1,471A,36,Urbana,Típica,8.95,0.0,0.0,0.0,0.0,0.0,16,MEDIO,0,0.14379825784907235,0.0,894.9999999999999,0
080370001471A004,8,37,1,471A,4,Urbana,Típica,10.3,0.0,0.0,0.0,0.0,0.0,53,MEDIO,0,0.14379825784907235,0.0,1030.0,0
0803700014705038,8,37,1,4705,38,Urbana,Típica,3.98,0.0,75.19,0.0,35.0,35.0,3,MEDIO,0,0.21648947439258548,2631.65,0.05292553191489362,0
0803700014692016,8,37,1,4692,16,Urbana,Típica,3.26,0.0,0.0,0.0,39.0,39.0,5,ALTO,0,0.15199684534088162,0.0,326.0,0
0803700014692006,8,37,1,4692,6,Urbana,Típica,3.36,0.0,0.0,0.0,40.0,40.0,5,MEDIO,0,0.15461450059011583,0.0,336.0,0
0803700014692005,8,37,1,4692,5,Urbana,Típica,3.42,0.0,0.0,0.0,33.0,33.0,9,ALTO,0,0.20080850711543494,0.0,342.0,0
0803700014692001,8,37,1,4692,1,Urbana,Típica,3.43,0.0,0.0,0.0,44.0,44.0,11,ALTO,0,0.12146476761156311,0.0,343.0,0
0803700014688022,8,37,1,4688,22,Urbana,Típica,0.43,0.0,0.0,0.0,39.0,39.0,6,MEDIO,0,0.7369899147721144,0.0,43.0,0
0803700014673019,8,37,1,4673,19,Urbana,Típica,0.89,0.0,0.0,0.0,31.0,31.0,5,MEDIO,0,0.7150462651958083,0.0,89.0,0
0803700014673018,8,37,1,4673,18,Urbana,Típica,0.87,0.0,25.88,0.0,42.0,42.0,12,ALTO,0,0.5346012145760494,1086.96,0.033603707995365,0
0803700014673002,8,37,1,4673,2,Urbana,Típica,0.71,0.0,0.0,0.0,42.0,42.0,6,MEDIO,0,0.7111179774877371,0.0,71.0,0
0803700014673001,8,37,1,4673,1,Urbana,Típica,0.71,0.0,0.0,0.0,33.0,33.0,5,MEDIO,0,0.7667152971354522,0.0,71.0,0
0803700014669031,8,37,1,4669,31,Urbana,Típica,3.35,0.0,0.0,0.0,128.0,128.0,8,ALTO,0,0.13117489773196622,0.0,335.0,0
0803700014654026,8,37,1,4654,26,Urbana,Típica,3.07,0.0,36.74,0.0,43.0,43.0,5,MEDIO,0,0.061193013876623244,1579.8200000000002,0.08353741496598639,0
0803700014654025,8,37,1,4654,25,Urbana,Típica,3.11,0.0,0.0,0.0,49.0,49.0,4,ALTO,0,0.09408544327204142,0.0,311.0,0
0803700014654024,8,37,1,4654,24,Urbana,Típica,3.15,0.0,92.57,0.0,45.0,45.0,2,MEDIO,0,0.18659910440490127,4165.65,0.034024627349319506,0
0803700014654023,8,37,1,4654,23,Urbana,Típica,3.18,0.0,0.0,0.0,67.0,67.0,10,ALTO,0,0.07892876450106728,0.0,318.0,0
080370001464A022,8,37,1,464A,22,Urbana,Típica,1.78,0.0,0.0,0.0,143.0,143.0,3,MEDIO,0,0.311678540572889,0.0,178.0,0
080370001464A021,8,37,1,464A,21,Urbana,Típica,1.49,0.0,0.0,0.0,73.0,73.0,4,BAJO,0,0.4642320195934153,0.0,149.0,0
080370001464A020,8,37,1,464A,20,Urbana,Típica,1.47,0.0,0.0,0.0,89.0,89.0,10,BAJO,0,0.5947884652469279,0.0,147.0,0
080370001464A004,8,37,1,464A,4,Urbana,Típica,1.6,0.0,0.0,0.0,29.0,29.0,1,BAJO,0,0.6525204693388192,0.0,160.0,0
0803700014635025,8,37,1,4635,25,Urbana,Típica,1.82,0.0,0.0,0.0,119.0,119.0,10,MEDIO,0,0.34051938741125004,0.0,182.0,0
0803700014620036,8,37,1,4620,36,Urbana,Típica,4.55,0.0,0.0,0.0,76.0,76.0,5,MEDIO,0,0.06674324270871904,0.0,455.0,0
0803700014620027,8,37,1,4620,27,Urbana,Típica,5.15,0.0,0.0,0.0,3.0,3.0,8,MEDIO,0,0.5116522868910431,0.0,515.0,0
0803700014620026,8,37,1,4620,26,Urbana,Típica,5.19,0.0,0.0,0.0,59.0,59.0,3,MEDIO,0,0.20697316097057628,0.0,519.0,0
0803700014620025,8,37,1,4620,25,Urbana,Típica,5.24,0.0,0.0,0.0,9.0,9.0,7,ALTO,0,0.516708271999311,0.0,524.0,0
0803700014620024,8,37,1,4620,24,Urbana,Típica,5.15,0.0,0.0,0.0,3.0,3.0,6,MEDIO,0,0.5116522868910431,0.0,515.0,0
0803700014620023,8,37,1,4620,23,Urbana,Típica,5.1,0.0,0.0,0.0,47.0,47.0,8,ALTO,0,0.23104594727574262,0.0,509.99999999999994,0
0803700014616008,8,37,1,4616,8,Urbana,Típica,5.32,0.0,27.0,0.0,61.0,61.0,5,ALTO,0,0.15832975831783913,1647.0,0.19696408737504628,0
0803700014616007,8,37,1,4616,7,Urbana,Típica,5.38,0.0,0.0,0.0,38.0,38.0,8,MEDIO,0,0.3231699011078625,0.0,538.0,0
0803700014616005,8,37,1,4616,5,Urbana,Típica,5.47,0.0,0.0,0.0,43.0,43.0,5,ALTO,0,0.2635644853817906,0.0,547.0,0
0803700014599012,8,37,1,4599,12,Urbana,Típica,6.17,0.0,0.0,0.0,59.0,59.0,11,ALTO,0,0.3127129309368613,0.0,617.0,0
0803700014599011,8,37,1,4599,11,Urbana,Típica,6.05,0.0,0.0,0.0,47.0,47.0,4,MEDIO,0,0.37016142537356955,0.0,605.0,0
0803700014599009,8,37,1,4599,9,Urbana,Típica,5.89,0.0,0.0,0.0,75.0,75.0,4,MEDIO,0,0.3241761137624859,0.0,589.0,0
0803700014599007,8,37,1,4599,7,Urbana,Típica,6.14,0.0,0.0,0.0,45.0,45.0,8,MEDIO,0,0.3320265857359727,0.0,614.0,0
0803700014599006,8,37,1,4599,6,Urbana,Típica,6.15,0.0,0.0,0.0,78.0,78.0,4,MEDIO,0,0.30174050859243606,0.0,615.0,0
0803700014584009,8,37,1,4584,9,Urbana,Típica,5.95,0.0,0.0,0.0,90.0,90.0,5,MEDIO,0,0.36368173949521526,0.0,595.0,0
0803700014584008,8,37,1,4584,8,Urbana,Típica,6.08,0.0,0.0,0.0,68.0,68.0,13,ALTO,0,0.3423606900315519,0.0,608.0,0
0803700014584007,8,37,1,4584,7,Urbana,Típica,6.3,0.0,0.0,0.0,202.0,202.0,37,MEDIO,0,0.3326143244152627,0.0,630.0,0
080370001457A005,8,37,1,457A,5,Urbana,Típica,6.08,19.02,0.0,0.0,312.0,312.0,222,ALTO,0,0.3459725333704865,0.0,608.0,0
0803700014476038,8,37,1,4476,38,Urbana,Típica,4.49,0.0,0.0,0.0,39.0,39.0,13,MEDIO,0,0.16813777326967294,0.0,449.0,0
0803700014476021,8,37,1,4476,21,Urbana,Típica,4.56,0.0,0.0,0.0,73.0,73.0,9,MEDIO,0,0.06860702947039721,0.0,455.99999999999994,0
0803700014476020,8,37,1,4476,20,Urbana,Típica,4.5,0.0,0.0,0.0,46.0,46.0,6,MEDIO,0,0.12541918200911753,0.0,450.0,0
0803700014461032,8,37,1,4461,32,Urbana,Típica,2.92,0.0,21.52,0.0,65.0,65.0,12,MEDIO,0,0.11971708166160305,1398.8,0.13562470970738502,0
0803700014461031,8,37,1,4461,31,Urbana,Típica,2.91,0.0,21.36,0.0,49.0,49.0,12,ALTO,0,0.15774945301999943,1046.6399999999999,0.13617220402433317,0
0803700014461030,8,37,1,4461,30,Urbana,Típica,2.91,0.0,19.56,0.0,59.0,59.0,17,ALTO,0,0.1468385357114615,1154.04,0.14869698518140012,0
0803700014461029,8,37,1,4461,29,Urbana,Típica,2.91,0.0,20.99,0.0,84.0,84.0,8,BAJO,0,0.10675914587862097,1763.1599999999999,0.13857142857142857,0
0803700014457034,8,37,1,4457,34,Urbana,Típica,3.77,0.0,0.0,0.0,0.0,0.0,201,MEDIO,0,0.25639255783142567,0.0,377.0,0
0803700014457032,8,37,1,4457,32,Urbana,Típica,4.03,0.0,14.18,0.0,9.0,9.0,20,MEDIO,0,0.4185388454267558,127.62,0.28400281888653983,0
0803700014457031,8,37,1,4457,31,Urbana,Típica,4.0,0.0,20.32,0.0,82.0,82.0,5,ALTO,0,0.1013615698175648,1666.24,0.1967535661583866,0
0803700014457022,8,37,1,4457,22,Urbana,Típica,3.05,0.0,0.0,0.0,80.0,80.0,4,ALTO,0,0.06243385813617658,0.0,305.0,0
0803700014508021,8,37,1,4508,21,Urbana,Típica,3.16,0.0,0.0,0.0,63.0,63.0,15,MEDIO,0,0.08140067461342683,0.0,316.0,0
0803700014508006,8,37,1,4508,6,Urbana,Típica,2.84,0.0,0.0,0.0,84.0,84.0,10,BAJO,0,0.07696797314741216,0.0,284.0,0
0803700014508005,8,37,1,4508,5,Urbana,Típica,2.97,0.0,0.0,0.0,79.0,79.0,12,ALTO,0,0.06243385813617658,0.0,297.0,0
0803700014508003,8,37,1,4508,3,Urbana,Típica,2.87,0.0,0.0,0.0,52.0,52.0,8,MEDIO,0,0.1010813703714743,0.0,287.0,0
0803700014368003,8,37,1,4368,3,Urbana,Típica,3.51,0.0,59.46,0.0,112.0,112.0,5,ALTO,0,0.18917824778528122,6659.52,0.059021355305195894,0
0803700014353002,8,37,1,4353,2,Urbana,Típica,3.24,0.0,0.0,0.0,46.0,46.0,2,ALTO,0,0.11665432017840721,0.0,324.0,0
0803700014353001,8,37,1,4353,1,Urbana,Típica,3.29,0.0,0.0,0.0,66.0,66.0,3,ALTO,0,0.07809240393673511,0.0,329.0,0
0803700014349002,8,37,1,4349,2,Urbana,Típica,3.86,0.0,0.0,0.0,0.0,0.0,59,ALTO,0,0.25639255783142567,0.0,386.0,0
0803700014349001,8,37,1,4349,1,Urbana,Típica,3.92,0.0,0.0,0.0,0.0,0.0,104,ALTO,0,0.25639255783142567,0.0,392.0,0
0803700016275014,8,37,1,6275,14,Urbana,Típica,3.78,0.0,12.69,0.0,299.0,299.0,55,ALTO,0,0.10522814669058424,3794.31,0.29763779527559053,0
0803700014508004,8,37,1,4508,4,Urbana,Típica,2.99,0.0,0.0,0.0,65.0,65.0,4,BAJO,0,0.07640067461342684,0.0,299.0,0
0803700014495012,8,37,1,4495,12,Urbana,Típica,3.39,0.0,0.0,0.0,55.0,55.0,4,ALTO,0,0.08690360323945931,0.0,339.0,0
0803700016241001,8,37,1,6241,1,Urbana,Típica,3.13,0.0,21.7,0.0,87.0,87.0,4,ALTO,0,0.11175914587862097,1887.8999999999999,0.1441731920773837,0
0803700016237045,8,37,1,6237,45,Urbana,Típica,3.42,0.0,0.0,0.0,0.0,0.0,4,MEDIO,0,0.26690018222949957,0.0,342.0,0
0803700016237043,8,37,1,6237,43,Urbana,Típica,3.61,0.0,0.0,0.0,0.0,0.0,5,MEDIO,0,0.25639255783142567,0.0,361.0,0
0803700016237010,8,37,1,6237,10,Urbana,Típica,3.6,0.0,0.0,0.0,128.0,128.0,17,MEDIO,0,0.1328666270552745,0.0,360.0,0
0803700016237009,8,37,1,6237,9,Urbana,Típica,3.55,0.0,0.0,0.0,231.0,231.0,24,MEDIO,0,0.10079055605537297,0.0,355.0,0
0803700016190012,8,37,1,6190,12,Urbana,Típica,4.82,0.0,58.03,0.0,70.0,70.0,5,ALTO,0,0.16777762322410875,4062.1,0.0830461750516885,0
0803700016114011,8,37,1,6114,11,Urbana,Típica,2.23,0.0,0.0,0.0,127.0,127.0,14,BAJO,0,0.33367192187691147,0.0,223.0,0
0803700016114009,8,37,1,6114,9,Urbana,Típica,2.2,0.0,0.0,0.0,100.0,100.0,3,BAJO,0,0.34411073133177156,0.0,220.0,0
0803700016114008,8,37,1,6114,8,Urbana,Típica,2.2,0.0,0.0,0.0,102.0,102.0,6,ALTO,0,0.34411073133177156,0.0,220.0,0
080370001610A008,8,37,1,610A,8,Urbana,Típica,2.38,0.0,0.0,0.0,127.0,127.0,20,ALTO,0,0.33367192187691147,0.0,237.99999999999997,0
080370001610A007,8,37,1,610A,7,Urbana,Típica,2.26,0.0,0.0,0.0,166.0,166.0,10,BAJO,0,0.2981507866670913,0.0,225.99999999999997,0
080370001610A006,8,37,1,610A,6,Urbana,Típica,2.41,0.0,0.0,0.0,92.0,92.0,16,BAJO,0,0.37027347776630776,0.0,241.0,0
080370001610A005,8,37,1,610A,5,Urbana,Típica,2.61,0.0,12.07,0.0,101.0,101.0,17,MEDIO,0,0.10634523362633226,1219.07,0.21605960264900662,0
0803700016082004,8,37,1,6082,4,Urbana,Típica,4.88,0.0,0.0,0.0,26.0,26.0,5,MEDIO,0,0.30455636084538823,0.0,488.0,0
0803700016082003,8,37,1,6082,3,Urbana,Típica,4.83,0.0,44.62,0.0,26.0,26.0,8,ALTO,0,0.1381457416959846,1160.12,0.10822316827246248,0
0803700016082001,8,37,1,6082,1,Urbana,Típica,4.86,279.24,13.43,0.0,38.0,38.0,6,ALTO,0,0.21839896807387876,510.34,0.3616071428571429,0
0803700016059019,8,37,1,6059,19,Urbana,Típica,5.85,0.0,0.0,0.0,0.0,0.0,4,ALTO,0,0.5677336238419692,0.0,585.0,0
0803700016059018,8,37,1,6059,18,Urbana,Típica,5.83,0.0,0.0,0.0,0.0,0.0,2,ALTO,0,0.5677336238419692,0.0,583.0,0
0803700016059017,8,37,1,6059,17,Urbana,Típica,5.73,0.0,0.0,0.0,0.0,0.0,2,ALTO,0,0.586482060854876,0.0,573.0,0
0803700016059015,8,37,1,6059,15,Urbana,Típica,4.91,0.0,0.0,0.0,3.0,3.0,310,ALTO,0,0.47724463162037345,0.0,491.0,0
